sentiment,review
negative,drama. klisja. mjög amerísk mynd. sofia carson er flott söngkona. netflix
positive,áhugavert framhald af cars heiminum. mjög hefðbundin disney saga. fínasta fjölskylduafþreying. disneyplus
positive,spennandi mynd. áhugavert concept. fínasta afþreying. gaman að sjá stallone og schwarzenegger saman. netflix
positive,fínasta fjölskylduskemmtun með passlega miklum ofurhetjuhasar. það hefði örugglega verið skemmtilegt að sjá þessa með ensku tali  fullt af skemmtilegum leikurum. frekar hefðbundin varðandi sögu...
positive,"skemmtilega klikkuð mynd  svartur húmor og smá silly vibes, þannig að ekki beint hryllingur þótt þetta sé brútal. áhugavert concept, en maður hefur alveg séð álíka pælingar t.d. í ready or not og squid game  en alveg öðruvísi plot hérna damon lindelof sem bjó til lost sá m.a. um handritið. betty gilpin leikur mjög skemmtilegan karakter. slatti af cameos. netflix"
positive,"handritið var ekki frábært  ýmsar tilraunir að búa til epískt drama og kröftugar ræður, en það gekk ekki alltaf. smá hægt að líta á þetta sem bmynd. stórslysamynd með flottum tæknibrellum. áhugavert scifi concept, en farið frekar lauslega með vísindin. endirinn var nokkuð töff."
positive,mjög spennandi mynd. ekta spæjara whodunitmurder mystery thriller. hellingur af flottum leikurum. fínasta handrit og plot.
positive,"mjög áhugaverð mynd. gaman að sjá tónlistarsköpunina, hvernig lög urðu til. ég hafði ekki áður heyrt um þennan colonel tom parker. farið nokkuð hratt yfir söguna, en löng mynd þar sem það er verið að fara yfir mikið af efni. áhugavert að sjá hvað það sem var í gangi í heiminum hafði áhrif á elvis og hans tónlist. flott myndataka, umgjörð, búningar og allt það... austin butler var flottur sem elvis  náði honum nokkuð vel. eðlilega frekar sorglegur endir."
negative,"ágætlega spennandi mynd. en frekar týpískklisjukennd og handritið ekkert mjög metnaðarfullt. þetta er víst byggt á franskri mynd, sem kemur í ljós að ég sá  ???? nuit blanche sleepless night. netflix"
positive,mjög fín fjölskylduafþreying. skemmtileg saga.
positive,virkilega töff myndataka  ég er mjög hrifinn af svona löngum oneshots. þétt keyrsla. mjög spennandi. drama. magnað að myndin var tileinkuð dj mehdi. svo er alls konar ed banger crew sem fær þakkir í credit listanum. stemningin og myndatakan minnti mig á stress tónlistarmyndbandið sem leikstjórinn romain gavras gerði fyrir justice. netflix
negative,smá fyndin inn á milli. en mikið um ódýra brandara. handritið var mjög slappt. það hefði verið hægt að gera betri mynd í kringum þetta concept. netflix
positive,spennandi. áhugaverð saga og plot. hressandi að sjá allison janney sem badass sem rústar vondu köllunum og bjargar deginum. drama. netflix
positive,"fullt af fínum leikurum. spennandi. öðruvísi saga en ég bjóst við  þyngri, meira drama en spennaaction. sorgleg mynd  tragedía."
negative,gaman að sjá íslenska jólamynd. en mörg atriðin voru óþarflega löng. það vantaði einhvern heildstæðan söguþráð  smá tilviljanakennd atriði og lítið sem ekkert mómentum á sögunni. ýmsir misvelheppnaðir brandarar. en aníta skemmti sér ????
positive,"klassísk teiknimynd  legendary, lagði línurnar fyrir teiknimyndir framtíðarinnar. pixar og steve jobs að búa til veldi og legacy. gaman að sjá remastered útgáfu  hærri upplausn, en samt grófar línurform sérstaklega mannfólkið. disneyplus"
positive,"spennandi. ágætis plot  en ekkert súper frumlegt handrit, frekar hefðbundið. amazonprime"
negative,klikkað concept  þokkalega dystopian. spennandi. stressandi. psycho og sjúk mynd.
negative,drama. þung. erfið málefni. netflix
positive,fyndnari og meira spennandi heldur en fyrsta myndin. krill persónurnar voru mjög fyndnar  brad pitt og matt damon.
negative,fín fjölskyldumynd og skemmtileg lög. en slatti af kjánalegumklisjukenndum atriðum sem eru týpísk fyrir svona myndir. ýmislegt sem gerði það augljóst að þetta er byggt á barnabók.   hvernig fannst anítu myndin?  frábær
positive,spennandi. góðir leikarar. fínn rythmi keyrsla í sögunni. netflix
negative,áhugaverð heimildarmynd. mikilvægt málefni  andleg heilsa. drama.
negative,fínasta fjölskyldumynd. hefðbundin saga. fyndin inn á milli. disneyplus
positive,fyndin og skemmtileg jólamynd. skemmtilega selfaware dans og söngvamynd og gerði í raun smá grín að því formati  held að þetta sé skemmtilegasti musical sem ég hef séð. fínasta saga. flott og vönduð mynd.
positive,skemmtilegt concept. spennandi. fínustu tæknibrellur. smá hægt að ímynda sér að þessi myndi hefði getað gerst á íslandi. netflix
positive,skemmtileg og spennandi mynd. nóg af quirky persónum. gaman að sjá smá twist á sherlock heiminn. netflix
positive,spennandi mynd. ekta ofurhetjutæknibrellur  flottar. handritið var stundum smá offkjánalegt.
positive,"mögnuð mynd. magnaður heimur. virkilega flott  kom vel út í d, slatti af extra flottum atriðum. geggjaðar tæknibrellur  algjört listaverk. spennandi. drama. töff action atriði. maður skynjaði alveg skilaboðin um að við ættum að lifa í sátt og samlyndi við dýrin og náttúruna."
positive,spennandi. skemmtileg. frábær fjölskyldumynd. fínasta stemning með lögin. netflix
positive,"klassískur nicolas cage. ágætlega spennandi. skemmtilega gamaldags mynd  tíska, stíll og tækni. disneyplus"
negative,mikil aladdin stemning  í rauninni bara nútíma kínverskur aladdin. fín fjölskyldumynd. en ekki alveg eins grípandi og bestu teiknimyndirnar. netflix
positive,spennandi mynd. fullt af áhugaverðum persónum og góðum leikurum. fínasta plot. góður húmor  stundum lúmskur og súr. netflix
positive,spennandi og fjölskylduvæn ævintýramynd. disneyplus
positive,skemmtileg mynd. fínasta saga og ágætis húmor. klassísk pixar fjölskyldumynd. disneyplus
positive,klikkuð mynd. áhugavert concept  frumlegt. ágætlega arty. dramatísk. spennandi. vel leikin.
positive,sniðug hugmynd. fyndin fjölskyldumynd. nokkrar skemmtilegar vísanir í aðrar bíómyndir. netflix
negative,skemmtileg fjölskylduafþreying. hressandi öðruvísi plot en í fyrstu myndinni. en það vantaði smá upp á handritið til að gera þetta að meira spennandi og innihaldsríkri sögu. netflix
negative,veit ekki alveg með þessa mynd. ekki góð gæði á grafíkinni og saganhandritið frekar slappt... smá skrýtið vibe. disneyplus
positive,góð mynd. spennandi. töff. hörku action atriði. wakanda heimurinn er mjög skemmtilegur. fullt af góðum leikurum og töff persónum. disneyplus
positive,mjög skemmtileg mynd fyrir alla fjölskylduna. fínasta saga. fínasti rytmi. hélt alveg athygli manns  nógu spennandi.
positive,"áhugaverð saga. nóg af plots. spennandi. ágætlega ferskt, ekki fyrirsjáanlegt frá byrjun."
positive,skemmtileg og fyndin fjölskyldumynd. fínasta saga. litrík og flott. betri en fyrsta myndin. disneyplus
positive,skemmtileg fjölskyldumynd. fyndin. lífleg og litrík. fínasta saga og fjörug lög. netflix
positive,"skrautleg mynd  litrík og poppandi eins og margar myndir hjá baz luhrmann. löng mynd, þannig að það náðist ekki alveg að ná góðu tempói keyrslu í gegnum alla myndina. áhugaverð saga, ágætlega spennandi. slatti af theatrical atriðum. áhugavert að jay lenos garage fékk þakkir í lokinn  hann hefur líklega lánað einhverja gamla bíla."
positive,skemmtileg og flott fjölskyldumynd. spennandi. fínasta saga. töff hvernig það breyttist smá teiknimyndastíllinn á milli atriða. íslenska talsetningin var mjög fín.   aníta: stígvélaði kötturinn var skemmtilegur!
positive,"mjög sorgleg mynd. vel leikin. áhugavert að hún er í : formati  gerir hana smá gamaldags. dramatísk. átakanleg á köflum. brotnir einstaklingar. mögnuð makeup vinna. vissi ekki að þetta væri byggt á leikriti, en það meikar sense ein staðsetning og fáir leikarar."
negative,"mjög hefðbundin gamaldags disney mynd með söng og dansatriðum. hefðbundin saga. fín mynd, en vantaði eitthvað til að gera hana meira grípandi og ánægjulegri. disneyplus"
negative,ágætis fjölskylduafþreying. en markhópurinn virðist vera aðallega krakkar ekki foreldrarnir líka  þannig húmor og atriði oft nokkuð einfalt og kjánalegt. disneyplus
positive,svakaleg mynd! nánast stanslaus keyrsla af ekta john wick bardögum  í tæpa  tíma ???? virkilega flott mynd  geggjuð myndataka og verið að berjast um allan heim í töff umhverfi. ég var að elska að það var spilað genesis með justice í svakalegu bardagaatriði í parís. john wick virðist vera með endalausar birgðir af adrenalíni  hann getur alltaf haldið áfram þótt hann sé allur lemstraður og særður ???? stundum smá kómískt hvað hann lendir í. mikið af tilkomumiklum atriðum sem var örugglega krefjandi að skipuleggja og hanna bardaga kóreógrafíuna.
positive,"mjög spennandi mynd  sem er magnað fyrir mynd um sölu á tölvuleik. virkilega vel gerð mynd. góð keyrsla, góð saga og gott handrit. mjög flott bit grafík á milli atriða. skemmtilegt að heyra smá tetris tónlistina í bakgrunni í sumum atriðum."
negative,ágætis afþreying. en frekar ódýrir brandarar. alveg smá fyndin. smá spennandi. finnst eins og fyrsta myndin hafi verið skemmtilegri. netflix
positive,"mjög skemmtileg mynd. mikil nostalgía  líka í tónlistinni soundtrack lögunum. geggjuð grafík. nokkur skemmtileg easter eggs  vísanir í ýmsa nintendo leiki. ekta fjölskyldumynd hentar mörgum kynslóðum, en alveg smá skelfileg scary á köflum."
positive,"skemmtileg fjölskyldumynd. smá fyndin. smá spennandi. mér fannst oh geimveran örlítið of kjánalegvitlaus á köflum, en líklega passlegt fyrir krakka. netflix"
positive,"spennandi fjölskyldumynd  mikill hasar á köflum. mjög flott  leit vel út, glæsileg grafík. góð saga. fyndin. disneyplus"
positive,skemmtileg mynd. kómísk hasarmynd. ekki eins hröð og margar guy ritchie myndir  ekki þessi klassíska kvikmyndataka og klippingar. en fínasta spenna og action. amazonprime
positive,quirky og skrýtin stemning. kómísk og ágætlega súr mynd. fullt af yfirborðskenndu fólki. ádeila. mjög fyndin á köflum. frumleg. löng. amazonprime
positive,spennandi og fyndin mynd. hasarmynd sem tekur sig ekki alvarlega. nokkur skemmtileg cameos. nokkur solid hasaratriði. það var stundum smá skrýtinvandræðaleg stemningin á milli þeirra ana de armas og chris evans.
positive,mikill hasar. mikið drama. geggjuð action atriði. góð keyrsla. góður húmor eins og alltaf. fróðleg baksaga origin story fyrir rocket. gott stöff  james gunn kann að skemmta fólki.
positive,magnaður hasarrússibani nánast allan tímann. fullt af svakalegum atriðum. topp afþreying. nokkuð hefðbundin fast  furious mynd. jason momoa var skemmtilega klikkaður. þetta er víst fyrsta myndin af þremur sem þau ætla að gera til að ljúka þessu franchise  endirinn var mjög opinn og fólk þarf að bíða í  ár eftir framhaldinu.
positive,fínasta action. spennandi mynd. jennifer lopez er svakaleg  flott í svona hasarhlutverki. solid tónlist. netflix
positive,góð fjölskyldumynd. fínasta saga. smá spennandi.
negative,"mjög barnaleg mynd  handritið, leikurinn o.s.frv. stundum smá eins og latabæjarþáttur. þannig að þetta virkaði alveg fyrir markhópinn krakka  en ekki beint fyrir alla fjölskylduna eins og margar góðar fjölskyldumyndir. netflix"
positive,spennandi. fyndin. flottur og áhugaverður heimur þetta quantum realm  smá star wars vibes allar þessar verur. mjög solid action atriði  risastór. disneyplus
positive,virkilega áhugaverð mynd. ágætlega spennandi. töff s vibe  greinilega vandað við að ná réttu útliti og stemningu. fullt af góðum og viðeigandi lögum líka. góðir leikarar. amazonprime
positive,geggjuð mynd. fullt af góðum leikurum. spennandi thriller og síðan svakaleg action atriði inn á milli. michael mann gerir svo góðar myndir. credit listinn var styttri en er oft núna  engar  mínútur af öllu fólkinu sem sá um allar tæknibrellurnar ???? netflix
positive,spennandi mynd. fínasta ofurhetjumynd  klassísk týpísk að mörgu leyti. smá húmor og kjánaskapur inn á milli. góð afþreying.
positive,svakaleg actionkeyrsla nánast alla myndina. geggjuð hasaratriði. slatti af töff drónaskotum. skemmtilegt að þetta er byggt á danskri mynd: ambulancen.
positive,skemmtilegt að hafa þetta í stopmotion stíl. líka flott að hafa svona náttúrulega áferð texture á plastinu. skemmtileg mynd. fyndin. leit vel út. frábær fjölskyldumynd.
negative,svakaleg vitleysa. mikið af kjánalegum húmor. smá fyndin inn á milli. smá spennandi. amazonprime
positive,töff tónlist. töff teiknimynd  flottur stíll. fyndin. spennandi. hellingur af frægum röddum  nokkur áhugaverð cameos. disneyplus
positive,mjög áhugaverð saga  svakaleg áhrif sem þau höfðu og þurftu að berjast fyrir því. flottir leikarar. töff að hanz zimmer og pharrell williams sáu um tónlistina. disneyplus
positive,mjög spennandi. svakaleg action keyrsla í gegnum alla myndina. alveg í takt við annað frá russo bræðrunum. brútal á köflum. gaman að skoða credit listann til að sjá hvaða cameo hlutverk leikstjórinn lék. líka gaman að sjá hvaða íslendingar unnu við þessa mynd. netflix
